PAGINA_PDF;HTSUS;HTSUS_DIGITOS;CO_SH6;DESCRICAO_EN;LIMITACAO_ESCOPO;FONTE
42;0201.10.05;02011005;020110;Bovine carcasses and halves, fresh or chilled, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
42;0201.10.10;02011010;020110;Bovine carcasses and halves, fresh or chilled, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
42;0201.10.50;02011050;020110;Bovine carcasses and halves, fresh or chilled, other than described in general note 15 or additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
42;0201.20.02;02012002;020120;High-quality beef cuts, with bone in, processed, fresh or chilled, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
42;0201.20.04;02012004;020120;Bovine meat cuts (except high-quality beef cuts), with bone in, processed, fresh or chilled, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.20.06;02012006;020120;Bovine meat cuts, with bone in, not processed, fresh or chilled, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.20.10;02012010;020120;High-quality beef cuts, with bone in, processed, fresh or chilled, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.20.30;02012030;020120;Bovine meat cuts (except high-quality beef cuts), with bone in, processed, fresh or chilled, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.20.50;02012050;020120;Bovine meat cuts, with bone in, not processed, fresh or chilled, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.20.80;02012080;020120;Bovine meat cuts, with bone in, fresh or chilled, not described in general note 15 or additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.30.02;02013002;020130;High-quality beef cuts, boneless, processed, fresh or chilled, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.30.04;02013004;020130;Bovine meat cuts (except high-quality beef cuts), boneless, processed, fresh or chilled, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.30.06;02013006;020130;Bovine meat cuts, boneless, not processed, fresh or chilled, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.30.10;02013010;020130;High-quality beef cuts, boneless, processed, fresh or chilled, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.30.30;02013030;020130;Bovine meat cuts (except high-quality beef cuts), boneless, processed, fresh or chilled, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.30.50;02013050;020130;Bovine meat cuts, boneless, not processed, fresh or chilled, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0201.30.80;02013080;020130;Bovine meat cuts, boneless, fresh or chilled, not described in general note 15 or additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0202.10.05;02021005;020210;Bovine carcasses and halves, frozen, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0202.10.10;02021010;020210;Bovine carcasses and halves, frozen, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0202.10.50;02021050;020210;Bovine carcasses and halves, frozen, other than described in general note 15 or additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
43;0202.20.02;02022002;020220;High-quality beef cuts, with bone in, processed, frozen, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.20.04;02022004;020220;Bovine meat cuts (except high-quality beef cuts), with bone in, processed, frozen, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.20.06;02022006;020220;Bovine meat cuts, with bone in, not processed, frozen, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.20.10;02022010;020220;High-quality beef cuts, with bone in, processed, frozen, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.20.30;02022030;020220;Bovine meat cuts (except high-quality beef cuts), with bone in, processed, frozen, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.20.50;02022050;020220;Bovine meat cuts, with bone in, not processed, frozen, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.20.80;02022080;020220;Bovine meat cuts, with bone in, frozen, not described in general note 15 or additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.30.02;02023002;020230;High-quality beef cuts, boneless, processed, frozen, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.30.04;02023004;020230;Bovine meat cuts (except high-quality beef cuts), boneless, processed, frozen, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.30.06;02023006;020230;Bovine meat cuts, boneless, not processed, frozen, described in general note 15 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.30.10;02023010;020230;High-quality beef cuts, boneless, processed, frozen, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.30.30;02023030;020230;Bovine meat cuts (except high-quality beef cuts), boneless, processed, frozen, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.30.50;02023050;020230;Bovine meat cuts, boneless, not processed, frozen, described in additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0202.30.80;02023080;020230;Bovine meat cuts, boneless, frozen, not described in general note 15 or additional U.S. note 3 to chapter 2 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0206.10.00;02061000;020610;Edible offal of bovine animals, fresh or chilled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0206.21.00;02062100;020621;Tongues of bovine animals, frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0206.22.00;02062200;020622;Livers of bovine animals, frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0206.29.00;02062900;020629;Edible offal of bovine animals, except tongues or livers, frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0210.20.00;02102000;021020;Meat of bovine animals, salted, in brine, dried or smoked;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
44;0302.32.00;03023200;030232;Yellowfin tunas, fresh or chilled, excluding fillets, other meat portions, livers and roes;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0302.34.00;03023400;030234;Bigeye tunas (Thunnas obesus), fresh or chilled, excluding fillets, other meat portions, livers and roes;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0302.44.00;03024400;030244;Mackerel, excl. fillets, livers & roes, fresh or chilled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0302.47.00;03024700;030247;Swordfish, fresh or chilled, excluding livers and roes;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0302.71.11;03027111;030271;Tilapias, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents <6.8 kg;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0302.71.50;03027150;030271;Tilapias, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0302.89.50;03028950;030289;Fish, nesoi, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0303.23.00;03032300;030323;Tilapias, frozen, excluding fillets, other meat portions, livers and roes;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0303.89.00;03038900;030389;Smelts, cusk, pollock, shad, sturgeon, atkafish, fresh-water fish,etc. frozen, excluding fillets, other meat portions, livers and roes;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0304.31.00;03043100;030431;Tilapias, fillets, fresh or chilled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0306.11.00;03061100;030611;Rock lobster and other sea crawfish, cooked in shell or uncooked, dried, salted or in brine, frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0409.00.0005;0409000005;040900;Certified organic natural honey;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0508.00.00;05080000;050800;"Coral, shells, cuttlebone and similar materials, unworked or simply prepared but not cut to shape; powder and waste thereof";;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0702.00.20;07020020;070200;Tomatoes, fresh or chilled, if entered during the period from March 1 to July 14, or the period from September 1 to November 14 in any year;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0702.00.40;07020040;070200;Tomatoes, fresh or chilled, if entered during the period from July 15 to August 31 in any year;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0702.00.60;07020060;070200;Tomatoes, fresh or chilled, if entered during the period from November 15, in any year, to the last day of February of the following year;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0709.99.05;07099905;070999;Jicamas and breadfruit, fresh or chilled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0709.99.10;07099910;070999;Chayote (Sechium edule), fresh or chilled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0710.80.15;07108015;071080;Bamboo shoots and water chestnuts (other than Chinese water chestnuts), uncooked or cooked by steaming or boiling in water, frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0711.90.30;07119030;071190;Capers, provisionally preserved but unsuitable in that state for immediate consumption;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0712.32.00;07123200;071232;Dried wood ears (Auricularia spp.), whole, cut, sliced, broken or in powder, but not further prepared;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0712.34.10;07123410;071234;Air dried or sun dried shiitake;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
45;0712.34.20;07123420;071234;Dried (other than air dried or sun dried) shiitake;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0713.34.20;07133420;071334;Dried Bambara beans, shelled, if entered for consumption during the period from May 1 through August 31, inclusive, in any year;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0713.34.40;07133440;071334;Dried Bambara beans, shelled, if entered for consumption outside the above period, or if withdrawn for consumption;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.10.10;07141010;071410;Cassava (manioc), frozen, whether or not sliced or in the form of pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.10.20;07141020;071410;Cassava (manioc), fresh, chilled or dried, whether or not sliced or in the form of pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.40.10;07144010;071440;Taro (Colocasia spp.), fresh or chilled, whether or not sliced or in the form of pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.40.20;07144020;071440;Taro (Colocasia spp.), frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.40.50;07144050;071440;Taro (Colocasia spp.), dried, in the form of pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.40.60;07144060;071440;Taro (Colocasia spp.), dried, whether or not sliced but not in pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.50.10;07145010;071450;Yautia (Xanthosoma spp.), fresh or chilled, whether or not sliced or in the form of pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.50.20;07145020;071450;Yautia (Xanthosoma spp.), frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.50.60;07145060;071450;Yautia (Xanthosoma spp.), dried, whether or not sliced but not in pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.90.42;07149042;071490;Other mixtures of Chinese water chestnuts, frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.90.44;07149044;071490;Chinese water chestnuts, not mixed, frozen;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.90.46;07149046;071490;Frozen dasheens, arrowroot, salep, Jerusalem artichokes, and similar roots and tubers, nesoi;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.90.48;07149048;071490;Chinese water chestnuts, dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0714.90.61;07149061;071490;Dried dasheens, arrowroot, salep, Jerusalem artichokes, and similar roots and tubers nesoi, whether or not sliced but not in pellets;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0801.11.00;08011100;080111;Coconuts, desiccated;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0801.12.00;08011200;080112;Coconuts, fresh, in the inner shell (endocarp);;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0801.19.01;08011901;080119;Coconuts, fresh, not in the inner shell (endocarp);;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0801.21.00;08012100;080121;Brazil nuts, fresh or dried, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0801.22.00;08012200;080122;Brazil nuts, fresh or dried, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0801.31.00;08013100;080131;Cashew nuts, fresh or dried, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0801.32.00;08013200;080132;Cashew nuts, fresh or dried, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0802.41.00;08024100;080241;Chestnuts (Castanea spp.), fresh or dried, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0802.42.00;08024200;080242;Chestnuts (Castanea spp.), fresh or dried, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0802.61.00;08026100;080261;Macadamia nuts, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0802.62.00;08026200;080262;Macadamia nuts, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0802.70.10;08027010;080270;Kola nuts (Cola spp.), fresh or dried, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
46;0802.70.20;08027020;080270;Kola nuts (Cola spp.), fresh or dried, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0802.80.10;08028010;080280;Areca nuts, fresh or dried, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0802.80.20;08028020;080280;Areca nuts, fresh or dried, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0802.91.10;08029110;080291;Pignolia pine nuts, fresh or dried, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0802.91.90;08029190;080291;Pine nuts (other than Pignolia), fresh or dried, in shell;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0802.92.10;08029210;080292;Pignolia pine nuts, fresh or dried, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0802.92.90;08029290;080292;Pine nuts (other than Pignolia), fresh or dried, shelled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0803.10.10;08031010;080310;Plantains, fresh;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0803.10.20;08031020;080310;Plantains, dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0803.90.00;08039000;080390;Bananas, fresh or dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0804.30.20;08043020;080430;Pineapples, fresh or dried, not reduced in size, in bulk;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0804.30.40;08043040;080430;Pineapples, fresh or dried, not reduced in size, in crates or other packages;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0804.30.60;08043060;080430;Pineapples, fresh or dried, reduced in size;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0804.40.00;08044000;080440;Avocados, fresh or dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0804.50.40;08045040;080450;Guavas, mangoes and mangosteens, fresh, if entered during the period September 1 through the following May 31, inclusive;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0804.50.60;08045060;080450;Guavas, mangoes and mangosteens, fresh, if entered during the period June 1 through August 31, inclusive;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0804.50.80;08045080;080450;Guavas, mangoes and mangosteens, dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0805.10.00;08051000;080510;Oranges, fresh or dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0805.50.30;08055030;080550;Tahitian limes, Persian limes and other limes of the Citrus latifolia variety, fresh or dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0805.50.40;08055040;080550;Limes of the Citrus aurantifolia variety, nesoi, fresh or dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0805.90.01;08059001;080590;Etrogs;Ex;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0807.20.00;08072000;080720;Papayas (papaws), fresh;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0808.40.20;08084020;080840;Quinces, fresh, if entered during the period from April 1 through June 30, inclusive;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0808.40.40;08084040;080840;Quinces, fresh, if entered during the period from July 1 through the following March 31, inclusive;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0810.50.00;08105000;081050;Kiwifruit, fresh;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0810.60.00;08106000;081060;Durians, fresh;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0810.90.27;08109027;081090;Other berries and tamarinds, fresh;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0810.90.46;08109046;081090;Fruit, nesoi, fresh;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0811.90.10;08119010;081190;Bananas and plantains, frozen, in water or containing added sweetening;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0811.90.25;08119025;081190;Cashew apples, mameyes colorados, sapodillas, soursops and sweetsops, frozen, in water or containing added sweetening;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
47;0811.90.30;08119030;081190;Coconut meat, frozen, in water or containing added sweetening;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0811.90.40;08119040;081190;Papayas, frozen, in water or containing added sweetening;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0811.90.50;08119050;081190;Pineapples, frozen, in water or containing added sweetening;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0811.90.52;08119052;081190;Mangoes, frozen, whether or not previously steamed or boiled;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0811.90.80;08119080;081190;Tropical fruit, nesoi, frozen, whether or not previously steamed or boiled;Ex;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0812.90.40;08129040;081290;Pineapples, provisionally preserved, but unsuitable in that state for immediate consumption;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0901.11.00;09011100;090111;Coffee, not roasted, not decaffeinated;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0901.12.00;09011200;090112;Coffee, not roasted, decaffeinated;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0901.21.00;09012100;090121;Coffee, roasted, not decaffeinated;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0901.22.00;09012200;090122;Coffee, roasted, decaffeinated;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0901.90.10;09019010;090190;Coffee husks and skins;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0901.90.20;09019020;090190;Coffee substitutes containing coffee;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0902.10.10;09021010;090210;Green tea in immediate packings of a content not exceeding 3 kg, flavored;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0902.10.90;09021090;090210;Green tea in immediate packings of a content not exceeding 3 kg, not flavored;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0902.20.10;09022010;090220;Green tea in immediate packings of a content exceeding 3 kg, flavored;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0902.20.90;09022090;090220;Green tea in immediate packings of a content exceeding 3 kg, not flavored;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0902.30.00;09023000;090230;Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0902.40.00;09024000;090240;Black tea (fermented) and partly fermented tea, other than in immediate packings of a content not exceeding 3 kg;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0903.00.00;09030000;090300;Maté;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.11.00;09041100;090411;Pepper of the genus Piper, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.12.00;09041200;090412;Pepper of the genus Piper, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.21.20;09042120;090421;Paprika, dried, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.21.40;09042140;090421;Anaheim and ancho pepper, dried, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.21.60;09042160;090421;Fruits of the genus Capsicum, other than paprika or anaheim and ancho pepper, dried, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.21.80;09042180;090421;Fruits of the genus Pimenta (including allspice), dried;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.22.20;09042220;090422;Paprika, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.22.40;09042240;090422;Anaheim and ancho pepper, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.22.73;09042273;090422;Mixtures of mashed or macerated hot red peppers and salt, nesoi;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
48;0904.22.76;09042276;090422;Fruits of the genus Capsicum, crushed or ground, nesoi;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0904.22.80;09042280;090422;Fruits of the genus Pimenta (including allspice), crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0905.10.00;09051000;090510;Vanilla beans, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0905.20.00;09052000;090520;Vanilla beans, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0906.11.00;09061100;090611;Cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0906.19.00;09061900;090619;Cinnamon and cinnamon-tree flowers, nesoi, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0906.20.00;09062000;090620;Cinnamon and cinnamon-tree flowers, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0907.10.00;09071000;090710;Cloves (whole fruit, cloves and stems), neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0907.20.00;09072000;090720;Cloves (whole fruit, cloves and stems), crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0908.11.00;09081100;090811;Nutmeg, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0908.12.00;09081200;090812;Nutmeg, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0908.21.00;09082100;090821;Mace, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0908.22.20;09082220;090822;Mace, ground, Bombay or wild;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0908.22.40;09082240;090822;Mace, crushed or ground, other than ground Bombay or wild mace;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0908.31.00;09083100;090831;Cardamoms, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0908.32.00;09083200;090832;Cardamoms, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0909.21.00;09092100;090921;Seeds of coriander, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0909.22.00;09092200;090922;Seeds of coriander, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0909.31.00;09093100;090931;Seeds of cumin, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0909.32.00;09093200;090932;Seeds of cumin, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0909.61.00;09096100;090961;"Seeds of anise, badian, caraway or fennel; juniper berries; neither crushed nor ground";;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0909.62.00;09096200;090962;"Seeds of anise, badian, caraway or fennel; juniper berries; crushed or ground";;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.11.00;09101100;091011;Ginger, neither crushed nor ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.12.00;09101200;091012;Ginger, crushed or ground;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.20.00;09102000;091020;Saffron;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.30.00;09103000;091030;Turmeric (curcuma);;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.91.00;09109100;091091;Mixtures of spices referred to in note 1(b) to chapter 9 of the HTSUS;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.99.07;09109907;091099;Bay leaves, other than crude or not manufactured;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.99.10;09109910;091099;Curry;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.99.20;09109920;091099;Origanum, crude or not manufactured;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.99.40;09109940;091099;Origanum, other than crude or not manufactured;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.99.50;09109950;091099;Dill;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
49;0910.99.60;09109960;091099;Spices, nesoi;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1003.90.40;10039040;100390;Barley, not seed, other than for malting purposes;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1008.30.00;10083000;100830;Canary seed;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1008.40.00;10084000;100840;Fonio (Digitaria spp.);;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1008.60.00;10086000;100860;Triticale;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1106.20.90;11062090;110620;Flour, meal and powder of sago, or of roots or tubers of heading 0714 (excluding Chinese water chestnuts);;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1106.30.20;11063020;110630;Flour, meal and powder of banana and plantain;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1108.14.00;11081400;110814;Cassava (manioc) starch;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1108.19.00;11081900;110819;Starches other than wheat, corn (maize), potato or cassava (manioc) starches;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
50;1203.00.00;12030000;120300;Copra;;Brazil 301 Final Action FRN 7-15-2026 final.pdf
